Ensembl Gene ID,Alpaca Ensembl Gene ID,Human Ensembl Gene ID
ENSPFOG00000017581,ENSVPAG00000008849,ENSG00000115598
ENSPFOG00000017581,ENSVPAG00000008850,ENSG00000115594
ENSPFOG00000017581,ENSVPAG00000008850,ENSG00000115602
ENSPFOG00000017581,ENSVPAG00000008850,ENSG00000115598
ENSPFOG00000017581,ENSVPAG00000008851,ENSG00000115594
ENSPFOG00000017581,ENSVPAG00000008851,ENSG00000115602
ENSPFOG00000017581,ENSVPAG00000008851,ENSG00000115598
ENSPFOG00000000492,,
ENSPFOG00000013382,ENSVPAG00000004691,ENSG00000175054
ENSPFOG00000007141,,ENSG00000175110
ENSPFOG00000009137,ENSVPAG00000000060,ENSG00000197580
ENSPFOG00000012994,,ENSG00000130477
ENSPFOG00000012994,,ENSG00000130477
ENSPFOG00000019438,,ENSG00000168264
ENSPFOG00000024464,,
ENSPFOG00000024464,,
ENSPFOG00000024464,,
ENSPFOG00000023400,,
ENSPFOG00000023400,,
ENSPFOG00000023400,,
ENSPFOG00000023400,,
ENSPFOG00000004939,ENSVPAG00000007442,ENSG00000142700
ENSPFOG00000009221,ENSVPAG00000005118,ENSG00000117475
ENSPFOG00000006787,,ENSG00000122863
ENSPFOG00000011349,ENSVPAG00000002904,ENSG00000172137
ENSPFOG00000012415,,ENSG00000181873
ENSPFOG00000009890,ENSVPAG00000000979,ENSG00000073584
ENSPFOG00000016956,,ENSG00000100399
ENSPFOG00000003218,,
ENSPFOG00000017324,ENSVPAG00000008824,ENSG00000186654
ENSPFOG00000019439,,ENSG00000168264
ENSPFOG00000008203,,ENSG00000143418
ENSPFOG00000009920,ENSVPAG00000003698,ENSG00000105738
ENSPFOG00000006811,,ENSG00000122863
ENSPFOG00000009815,,
ENSPFOG00000007587,,ENSG00000176055
ENSPFOG00000012024,,ENSG00000160563
ENSPFOG00000012024,,ENSG00000160563
ENSPFOG00000012431,ENSVPAG00000011779,ENSG00000081692
ENSPFOG00000008418,ENSVPAG00000009009,ENSG00000114859
ENSPFOG00000008418,ENSVPAG00000009009,ENSG00000114859
ENSPFOG00000008418,ENSVPAG00000009009,ENSG00000114859
ENSPFOG00000019146,,
ENSPFOG00000019146,,
ENSPFOG00000009262,ENSVPAG00000009787,ENSG00000157540
ENSPFOG00000009262,ENSVPAG00000009787,ENSG00000157540
ENSPFOG00000018124,ENSVPAG00000005272,ENSG00000145703
ENSPFOG00000018124,ENSVPAG00000005272,ENSG00000145703
ENSPFOG00000000880,,ENSG00000110148
ENSPFOG00000000880,,ENSG00000110148
ENSPFOG00000004559,,ENSG00000101298
ENSPFOG00000004559,,ENSG00000101298
ENSPFOG00000004559,,ENSG00000101298
ENSPFOG00000009723,ENSVPAG00000003355,ENSG00000109670
ENSPFOG00000012674,ENSVPAG00000000258,ENSG00000050165
ENSPFOG00000012674,ENSVPAG00000000258,ENSG00000050165
ENSPFOG00000016245,,ENSG00000168646
ENSPFOG00000016245,,ENSG00000168646
ENSPFOG00000012566,ENSVPAG00000011231,ENSG00000070526
ENSPFOG00000012566,ENSVPAG00000011231,ENSG00000070526
ENSPFOG00000012566,ENSVPAG00000011231,ENSG00000070526
ENSPFOG00000012566,ENSVPAG00000011231,ENSG00000070526
ENSPFOG00000018988,,
ENSPFOG00000018988,,
ENSPFOG00000022527,,
ENSPFOG00000022173,,ENSG00000171443
ENSPFOG00000022173,,ENSG00000171443
ENSPFOG00000022173,,ENSG00000171425
ENSPFOG00000022173,,ENSG00000171425
ENSPFOG00000022173,,ENSG00000213015
ENSPFOG00000022173,,ENSG00000213015
ENSPFOG00000012485,ENSVPAG00000001656,ENSG00000143740
ENSPFOG00000022137,ENSVPAG00000003303,ENSG00000055332
ENSPFOG00000011419,,
ENSPFOG00000009287,ENSVPAG00000005324,ENSG00000270181
ENSPFOG00000009287,ENSVPAG00000005324,ENSG00000134899
ENSPFOG00000021797,,
ENSPFOG00000004981,ENSVPAG00000007443,ENSG00000185104
ENSPFOG00000009993,,ENSG00000130758
ENSPFOG00000014680,ENSVPAG00000012388,ENSG00000256061
ENSPFOG00000023057,ENSVPAG00000002357,ENSG00000236104
ENSPFOG00000003905,ENSVPAG00000004566,ENSG00000198689
ENSPFOG00000000373,,ENSG00000173821
ENSPFOG00000014551,ENSVPAG00000009613,ENSG00000214944
ENSPFOG00000014551,ENSVPAG00000009617,ENSG00000214944
ENSPFOG00000006463,ENSVPAG00000000431,ENSG00000176040
ENSPFOG00000009406,ENSVPAG00000008199,ENSG00000120451
ENSPFOG00000016877,ENSVPAG00000000600,ENSG00000100462
ENSPFOG00000018873,,ENSG00000105679
ENSPFOG00000017794,,ENSG00000116852
ENSPFOG00000017794,,ENSG00000116852
ENSPFOG00000008102,ENSVPAG00000010214,ENSG00000196511
ENSPFOG00000008102,ENSVPAG00000010214,ENSG00000196511
ENSPFOG00000013707,ENSVPAG00000004154,ENSG00000279081
ENSPFOG00000013707,ENSVPAG00000004154,ENSG00000279081
ENSPFOG00000013707,ENSVPAG00000004154,ENSG00000279081
ENSPFOG00000013707,ENSVPAG00000004154,ENSG00000279081
ENSPFOG00000013707,ENSVPAG00000004154,ENSG00000279081
ENSPFOG00000013707,ENSVPAG00000004154,ENSG00000279081
ENSPFOG00000013707,ENSVPAG00000004154,ENSG00000279081
ENSPFOG00000013707,ENSVPAG00000004154,ENSG00000279081
ENSPFOG00000013707,ENSVPAG00000004154,ENSG00000175390
ENSPFOG00000013707,ENSVPAG00000004154,ENSG00000175390
ENSPFOG00000013707,ENSVPAG00000004154,ENSG00000175390
ENSPFOG00000013707,ENSVPAG00000004154,ENSG00000175390
ENSPFOG00000013707,ENSVPAG00000004154,ENSG00000175390
ENSPFOG00000013707,ENSVPAG00000004154,ENSG00000175390
ENSPFOG00000013707,ENSVPAG00000004154,ENSG00000175390
ENSPFOG00000013707,ENSVPAG00000004154,ENSG00000175390
ENSPFOG00000005246,ENSVPAG00000007444,ENSG00000123080
ENSPFOG00000010261,ENSVPAG00000012304,ENSG00000041353
ENSPFOG00000013402,,ENSG00000181588
ENSPFOG00000014727,,ENSG00000109851
ENSPFOG00000019162,ENSVPAG00000006756,ENSG00000141642
ENSPFOG00000019162,ENSVPAG00000006756,ENSG00000267699
ENSPFOG00000022777,,
ENSPFOG00000012735,ENSVPAG00000009366,ENSG00000062716
ENSPFOG00000009414,,ENSG00000137492
ENSPFOG00000002333,,
ENSPFOG00000001376,,
ENSPFOG00000001376,,
ENSPFOG00000001376,,
ENSPFOG00000022134,,ENSG00000180644
ENSPFOG00000010209,ENSVPAG00000009084,ENSG00000174521
ENSPFOG00000023678,ENSVPAG00000005328,
ENSPFOG00000007615,ENSVPAG00000002462,ENSG00000114993
ENSPFOG00000005255,ENSVPAG00000002485,ENSG00000123091
ENSPFOG00000023166,ENSVPAG00000002897,ENSG00000157423
ENSPFOG00000024195,ENSVPAG00000002025,ENSG00000109814
ENSPFOG00000012115,ENSVPAG00000015441,ENSG00000257008
ENSPFOG00000011547,ENSVPAG00000003997,ENSG00000101746
ENSPFOG00000011547,ENSVPAG00000003997,ENSG00000101746
ENSPFOG00000011547,ENSVPAG00000003997,ENSG00000101746
ENSPFOG00000002926,,
ENSPFOG00000002926,,
ENSPFOG00000022200,ENSVPAG00000011827,ENSG00000175216
ENSPFOG00000019008,,
ENSPFOG00000023153,ENSVPAG00000015409,ENSG00000244734
ENSPFOG00000023153,ENSVPAG00000015409,ENSG00000223609
ENSPFOG00000023153,ENSVPAG00000015409,ENSG00000213934
ENSPFOG00000023153,ENSVPAG00000015409,ENSG00000213931
ENSPFOG00000023153,ENSVPAG00000015409,ENSG00000196565
ENSPFOG00000019441,ENSVPAG00000003303,ENSG00000055332
ENSPFOG00000016293,,ENSG00000180644
ENSPFOG00000012041,,ENSG00000162976
ENSPFOG00000008159,,ENSG00000132432
ENSPFOG00000002659,,
ENSPFOG00000009487,ENSVPAG00000005371,ENSG00000171533
ENSPFOG00000010239,,ENSG00000160392
ENSPFOG00000013573,ENSVPAG00000004524,ENSG00000123119
ENSPFOG00000013573,ENSVPAG00000004524,ENSG00000123119
ENSPFOG00000010076,ENSVPAG00000008808,ENSG00000035720
ENSPFOG00000010076,ENSVPAG00000008808,ENSG00000035720
ENSPFOG00000010076,ENSVPAG00000008808,ENSG00000035720
ENSPFOG00000012510,,ENSG00000143816
ENSPFOG00000012510,,ENSG00000143816
ENSPFOG00000005059,ENSVPAG00000000085,ENSG00000197299
ENSPFOG00000005059,ENSVPAG00000000085,ENSG00000197299
ENSPFOG00000014709,ENSVPAG00000004392,ENSG00000145623
ENSPFOG00000006949,ENSVPAG00000000649,ENSG00000132522
ENSPFOG00000013427,ENSVPAG00000003454,ENSG00000230522
ENSPFOG00000013427,ENSVPAG00000003454,ENSG00000071655
ENSPFOG00000013427,ENSVPAG00000003454,ENSG00000205718
ENSPFOG00000013427,ENSVPAG00000003454,ENSG00000237247
ENSPFOG00000013427,ENSVPAG00000003454,ENSG00000170948
ENSPFOG00000013427,ENSVPAG00000003454,ENSG00000182315
ENSPFOG00000013427,ENSVPAG00000009429,ENSG00000230522
ENSPFOG00000013427,ENSVPAG00000009429,ENSG00000071655
ENSPFOG00000013427,ENSVPAG00000009429,ENSG00000205718
ENSPFOG00000013427,ENSVPAG00000009429,ENSG00000237247
ENSPFOG00000013427,ENSVPAG00000009429,ENSG00000170948
ENSPFOG00000013427,ENSVPAG00000009429,ENSG00000182315
ENSPFOG00000000410,,
ENSPFOG00000006684,ENSVPAG00000007631,ENSG00000126070
ENSPFOG00000012121,,ENSG00000204347
ENSPFOG00000020693,,
ENSPFOG00000019009,ENSVPAG00000005422,ENSG00000162188
ENSPFOG00000007077,,
ENSPFOG00000007077,,
ENSPFOG00000012827,ENSVPAG00000009370,ENSG00000108443
ENSPFOG00000009290,ENSVPAG00000005319,ENSG00000139780
ENSPFOG00000009419,,ENSG00000166106
ENSPFOG00000018281,ENSVPAG00000005275,ENSG00000164220
ENSPFOG00000008691,,
ENSPFOG00000008691,,
ENSPFOG00000008691,,
ENSPFOG00000023794,ENSVPAG00000007096,ENSG00000275052
ENSPFOG00000023794,ENSVPAG00000007096,ENSG00000275052
ENSPFOG00000017881,ENSVPAG00000002819,ENSG00000197753
ENSPFOG00000017881,ENSVPAG00000010986,ENSG00000197753
ENSPFOG00000009515,,
ENSPFOG00000014095,ENSVPAG00000005888,ENSG00000147041
ENSPFOG00000014095,ENSVPAG00000005888,ENSG00000147041
ENSPFOG00000019011,ENSVPAG00000008694,ENSG00000175334
ENSPFOG00000010406,ENSVPAG00000002024,ENSG00000121897
ENSPFOG00000004573,,ENSG00000244588
ENSPFOG00000002677,,
ENSPFOG00000001020,ENSVPAG00000007492,ENSG00000144410
ENSPFOG00000020441,ENSVPAG00000003453,ENSG00000153822
ENSPFOG00000020441,ENSVPAG00000003453,ENSG00000153822
ENSPFOG00000022317,,ENSG00000182534
ENSPFOG00000022317,,ENSG00000182534
ENSPFOG00000022317,,ENSG00000182534
ENSPFOG00000014752,ENSVPAG00000000413,ENSG00000106636
ENSPFOG00000016301,ENSVPAG00000010754,ENSG00000136478
ENSPFOG00000001243,ENSVPAG00000004061,ENSG00000137491
ENSPFOG00000001243,ENSVPAG00000004061,ENSG00000137491
ENSPFOG00000013452,,ENSG00000267059
ENSPFOG00000013452,,ENSG00000127540
ENSPFOG00000018283,,
ENSPFOG00000024431,ENSVPAG00000005319,ENSG00000139780
ENSPFOG00000016979,,ENSG00000222028
ENSPFOG00000009933,ENSVPAG00000010844,ENSG00000059691
ENSPFOG00000009933,ENSVPAG00000010844,ENSG00000059691
ENSPFOG00000018890,,ENSG00000260428
ENSPFOG00000018890,,ENSG00000260428
ENSPFOG00000004175,,ENSG00000147168
ENSPFOG00000004175,,ENSG00000147168
ENSPFOG00000024140,,
ENSPFOG00000012252,,ENSG00000182687
ENSPFOG00000019013,,ENSG00000126432
ENSPFOG00000020942,,ENSG00000126262
ENSPFOG00000017352,,ENSG00000002016
ENSPFOG00000017352,,ENSG00000002016
ENSPFOG00000010408,ENSVPAG00000002023,ENSG00000163682
ENSPFOG00000010408,ENSVPAG00000009904,ENSG00000163682
ENSPFOG00000010408,ENSVPAG00000002226,ENSG00000163682
ENSPFOG00000012574,,ENSG00000154342
ENSPFOG00000009874,,
ENSPFOG00000020356,,ENSG00000263465
ENSPFOG00000020356,,ENSG00000161547
ENSPFOG00000022323,,
ENSPFOG00000022323,,
ENSPFOG00000022164,,
ENSPFOG00000017893,ENSVPAG00000010989,ENSG00000096063
ENSPFOG00000008507,ENSVPAG00000000661,ENSG00000159409
ENSPFOG00000008507,ENSVPAG00000000661,ENSG00000159409
ENSPFOG00000008507,ENSVPAG00000000661,ENSG00000159409
ENSPFOG00000009594,ENSVPAG00000012276,ENSG00000163482
ENSPFOG00000010264,ENSVPAG00000002359,ENSG00000091164
ENSPFOG00000010264,ENSVPAG00000002359,ENSG00000091164
ENSPFOG00000004709,,
ENSPFOG00000005635,,ENSG00000103932
ENSPFOG00000010996,,ENSG00000125651
ENSPFOG00000010996,,ENSG00000125651
ENSPFOG00000017428,,ENSG00000130402
ENSPFOG00000017006,,ENSG00000100395
ENSPFOG00000017006,,ENSG00000100395
ENSPFOG00000022917,,
ENSPFOG00000001512,,ENSG00000171302
ENSPFOG00000001512,,ENSG00000171302
ENSPFOG00000017725,,ENSG00000185000
ENSPFOG00000017725,,ENSG00000185000
ENSPFOG00000019015,,ENSG00000173153
ENSPFOG00000010300,ENSVPAG00000010030,ENSG00000125740
ENSPFOG00000008164,,
ENSPFOG00000016982,,ENSG00000100804
ENSPFOG00000007786,ENSVPAG00000009887,ENSG00000172062
ENSPFOG00000007786,ENSVPAG00000009887,ENSG00000205571
ENSPFOG00000022926,,
ENSPFOG00000024227,ENSVPAG00000008848,ENSG00000103811
ENSPFOG00000013691,,ENSG00000180694
ENSPFOG00000007128,ENSVPAG00000010065,ENSG00000140941
ENSPFOG00000007128,ENSVPAG00000010065,ENSG00000258102
ENSPFOG00000003416,ENSVPAG00000003214,ENSG00000173698
ENSPFOG00000003416,ENSVPAG00000003214,ENSG00000173698
ENSPFOG00000012256,,ENSG00000182473
ENSPFOG00000010107,ENSVPAG00000010843,ENSG00000164142
ENSPFOG00000003620,,ENSG00000151640
ENSPFOG00000003620,,ENSG00000151640
ENSPFOG00000009647,ENSVPAG00000005060,ENSG00000108510
ENSPFOG00000004791,,ENSG00000183798
ENSPFOG00000010358,,
ENSPFOG00000012947,ENSVPAG00000009372,ENSG00000189050
ENSPFOG00000010279,,
ENSPFOG00000010279,,
ENSPFOG00000004134,ENSVPAG00000011555,ENSG00000053524
ENSPFOG00000004134,ENSVPAG00000011555,ENSG00000053524
ENSPFOG00000024752,ENSVPAG00000015409,ENSG00000244734
ENSPFOG00000024752,ENSVPAG00000015409,ENSG00000223609
ENSPFOG00000024752,ENSVPAG00000015409,ENSG00000213934
ENSPFOG00000024752,ENSVPAG00000015409,ENSG00000213931
ENSPFOG00000024752,ENSVPAG00000015409,ENSG00000196565
ENSPFOG00000010416,ENSVPAG00000002020,ENSG00000035928
ENSPFOG00000001639,,ENSG00000183077
ENSPFOG00000018287,,
ENSPFOG00000018287,,
ENSPFOG00000018287,,
ENSPFOG00000023318,,ENSG00000253626
ENSPFOG00000023318,,ENSG00000132507
ENSPFOG00000019670,ENSVPAG00000008402,ENSG00000174437
ENSPFOG00000019670,ENSVPAG00000008402,ENSG00000174437
ENSPFOG00000008634,ENSVPAG00000005426,ENSG00000163125
ENSPFOG00000007284,,
ENSPFOG00000007284,,
ENSPFOG00000009375,ENSVPAG00000005317,ENSG00000134900
ENSPFOG00000004832,,ENSG00000130590
ENSPFOG00000015586,,ENSG00000182871
ENSPFOG00000011661,,ENSG00000125508
ENSPFOG00000008289,,ENSG00000141655
ENSPFOG00000017772,,ENSG00000204882
ENSPFOG00000012632,,
ENSPFOG00000023322,,ENSG00000167654
ENSPFOG00000022751,ENSVPAG00000001007,ENSG00000147905
ENSPFOG00000022751,ENSVPAG00000001007,ENSG00000147905
ENSPFOG00000009660,,ENSG00000169136
ENSPFOG00000009660,,ENSG00000169136
ENSPFOG00000001286,,
ENSPFOG00000009882,ENSVPAG00000008476,ENSG00000174928
ENSPFOG00000000426,,
ENSPFOG00000003141,ENSVPAG00000011174,ENSG00000039123
ENSPFOG00000018285,,
ENSPFOG00000014781,,ENSG00000106633
ENSPFOG00000004239,ENSVPAG00000008833,ENSG00000147164
ENSPFOG00000024173,,ENSG00000088827
ENSPFOG00000024173,,ENSG00000088827
ENSPFOG00000008817,ENSVPAG00000008038,ENSG00000156650
ENSPFOG00000008817,ENSVPAG00000008038,ENSG00000156650
ENSPFOG00000013742,,ENSG00000162728
ENSPFOG00000013712,ENSVPAG00000008188,ENSG00000111802
ENSPFOG00000010432,ENSVPAG00000007095,ENSG00000163001
ENSPFOG00000007884,ENSVPAG00000010234,ENSG00000081870
ENSPFOG00000012368,ENSVPAG00000012288,ENSG00000175106
ENSPFOG00000012368,ENSVPAG00000012288,ENSG00000259024
ENSPFOG00000012368,ENSVPAG00000012288,ENSG00000171928
ENSPFOG00000010031,,ENSG00000196576
ENSPFOG00000006625,,
ENSPFOG00000006625,,
ENSPFOG00000019024,,ENSG00000182450
ENSPFOG00000019024,,ENSG00000182450
ENSPFOG00000011100,,ENSG00000166897
ENSPFOG00000011100,,ENSG00000166897
ENSPFOG00000000570,ENSVPAG00000004836,ENSG00000130520
ENSPFOG00000008690,ENSVPAG00000005424,ENSG00000159208
ENSPFOG00000012658,,ENSG00000143793
ENSPFOG00000023142,,
ENSPFOG00000022405,,ENSG00000077009
ENSPFOG00000010309,,ENSG00000093072
ENSPFOG00000018292,ENSVPAG00000009425,ENSG00000145687
ENSPFOG00000007329,ENSVPAG00000000148,ENSG00000050748
ENSPFOG00000007329,ENSVPAG00000000148,ENSG00000050748
ENSPFOG00000022792,ENSVPAG00000010669,ENSG00000184831
ENSPFOG00000008722,ENSVPAG00000015489,ENSG00000266472
ENSPFOG00000008722,ENSVPAG00000015525,ENSG00000266472
ENSPFOG00000013753,ENSVPAG00000008190,ENSG00000112308
ENSPFOG00000001152,ENSVPAG00000012127,ENSG00000186470
ENSPFOG00000001152,ENSVPAG00000012127,ENSG00000186470
ENSPFOG00000001152,ENSVPAG00000012127,ENSG00000168903
ENSPFOG00000001152,ENSVPAG00000012127,ENSG00000168903
ENSPFOG00000001152,ENSVPAG00000012127,ENSG00000026950
ENSPFOG00000001152,ENSVPAG00000012127,ENSG00000026950
ENSPFOG00000001152,ENSVPAG00000012127,ENSG00000124508
ENSPFOG00000001152,ENSVPAG00000012127,ENSG00000124508
ENSPFOG00000001152,ENSVPAG00000012127,ENSG00000112763
ENSPFOG00000001152,ENSVPAG00000012127,ENSG00000112763
ENSPFOG00000001152,ENSVPAG00000012127,ENSG00000113303
ENSPFOG00000001152,ENSVPAG00000012127,ENSG00000113303
ENSPFOG00000001152,ENSVPAG00000012127,ENSG00000165810
ENSPFOG00000001152,ENSVPAG00000012127,ENSG00000165810
ENSPFOG00000001152,ENSVPAG00000012127,ENSG00000111801
ENSPFOG00000001152,ENSVPAG00000012127,ENSG00000111801
ENSPFOG00000001152,ENSVPAG00000012127,ENSG00000204655
ENSPFOG00000001152,ENSVPAG00000012127,ENSG00000204655
ENSPFOG00000001152,ENSVPAG00000012127,ENSG00000204290
ENSPFOG00000001152,ENSVPAG00000012127,ENSG00000204290
ENSPFOG00000001152,ENSVPAG00000012127,ENSG00000124557
ENSPFOG00000001152,ENSVPAG00000012127,ENSG00000124557
ENSPFOG00000001152,ENSVPAG00000012127,ENSG00000164010
ENSPFOG00000001152,ENSVPAG00000012127,ENSG00000164010
ENSPFOG00000001152,ENSVPAG00000011329,ENSG00000186470
ENSPFOG00000001152,ENSVPAG00000011329,ENSG00000186470
ENSPFOG00000001152,ENSVPAG00000011329,ENSG00000168903
ENSPFOG00000001152,ENSVPAG00000011329,ENSG00000168903
ENSPFOG00000001152,ENSVPAG00000011329,ENSG00000026950
ENSPFOG00000001152,ENSVPAG00000011329,ENSG00000026950
ENSPFOG00000001152,ENSVPAG00000011329,ENSG00000124508
ENSPFOG00000001152,ENSVPAG00000011329,ENSG00000124508
ENSPFOG00000001152,ENSVPAG00000011329,ENSG00000112763
ENSPFOG00000001152,ENSVPAG00000011329,ENSG00000112763
ENSPFOG00000001152,ENSVPAG00000011329,ENSG00000113303
ENSPFOG00000001152,ENSVPAG00000011329,ENSG00000113303
ENSPFOG00000001152,ENSVPAG00000011329,ENSG00000165810
ENSPFOG00000001152,ENSVPAG00000011329,ENSG00000165810
ENSPFOG00000001152,ENSVPAG00000011329,ENSG00000111801
ENSPFOG00000001152,ENSVPAG00000011329,ENSG00000111801
ENSPFOG00000001152,ENSVPAG00000011329,ENSG00000204655
ENSPFOG00000001152,ENSVPAG00000011329,ENSG00000204655
ENSPFOG00000001152,ENSVPAG00000011329,ENSG00000204290
ENSPFOG00000001152,ENSVPAG00000011329,ENSG00000204290
ENSPFOG00000001152,ENSVPAG00000011329,ENSG00000124557
ENSPFOG00000001152,ENSVPAG00000011329,ENSG00000124557
ENSPFOG00000001152,ENSVPAG00000011329,ENSG00000164010
ENSPFOG00000001152,ENSVPAG00000011329,ENSG00000164010
ENSPFOG00000001152,ENSVPAG00000011727,ENSG00000186470
ENSPFOG00000001152,ENSVPAG00000011727,ENSG00000186470
ENSPFOG00000001152,ENSVPAG00000011727,ENSG00000168903
ENSPFOG00000001152,ENSVPAG00000011727,ENSG00000168903
ENSPFOG00000001152,ENSVPAG00000011727,ENSG00000026950
ENSPFOG00000001152,ENSVPAG00000011727,ENSG00000026950
ENSPFOG00000001152,ENSVPAG00000011727,ENSG00000124508
ENSPFOG00000001152,ENSVPAG00000011727,ENSG00000124508
ENSPFOG00000001152,ENSVPAG00000011727,ENSG00000112763
ENSPFOG00000001152,ENSVPAG00000011727,ENSG00000112763
ENSPFOG00000001152,ENSVPAG00000011727,ENSG00000113303
ENSPFOG00000001152,ENSVPAG00000011727,ENSG00000113303
ENSPFOG00000001152,ENSVPAG00000011727,ENSG00000165810
ENSPFOG00000001152,ENSVPAG00000011727,ENSG00000165810
ENSPFOG00000001152,ENSVPAG00000011727,ENSG00000111801
ENSPFOG00000001152,ENSVPAG00000011727,ENSG00000111801
ENSPFOG00000001152,ENSVPAG00000011727,ENSG00000204655
ENSPFOG00000001152,ENSVPAG00000011727,ENSG00000204655
ENSPFOG00000001152,ENSVPAG00000011727,ENSG00000204290
ENSPFOG00000001152,ENSVPAG00000011727,ENSG00000204290
ENSPFOG00000001152,ENSVPAG00000011727,ENSG00000124557
ENSPFOG00000001152,ENSVPAG00000011727,ENSG00000124557
ENSPFOG00000001152,ENSVPAG00000011727,ENSG00000164010
ENSPFOG00000001152,ENSVPAG00000011727,ENSG00000164010
ENSPFOG00000001152,ENSVPAG00000008586,ENSG00000186470
ENSPFOG00000001152,ENSVPAG00000008586,ENSG00000186470
ENSPFOG00000001152,ENSVPAG00000008586,ENSG00000168903
ENSPFOG00000001152,ENSVPAG00000008586,ENSG00000168903
ENSPFOG00000001152,ENSVPAG00000008586,ENSG00000026950
ENSPFOG00000001152,ENSVPAG00000008586,ENSG00000026950
ENSPFOG00000001152,ENSVPAG00000008586,ENSG00000124508
ENSPFOG00000001152,ENSVPAG00000008586,ENSG00000124508
ENSPFOG00000001152,ENSVPAG00000008586,ENSG00000112763
ENSPFOG00000001152,ENSVPAG00000008586,ENSG00000112763
ENSPFOG00000001152,ENSVPAG00000008586,ENSG00000113303
ENSPFOG00000001152,ENSVPAG00000008586,ENSG00000113303
ENSPFOG00000001152,ENSVPAG00000008586,ENSG00000165810
ENSPFOG00000001152,ENSVPAG00000008586,ENSG00000165810
ENSPFOG00000001152,ENSVPAG00000008586,ENSG00000111801
ENSPFOG00000001152,ENSVPAG00000008586,ENSG00000111801
ENSPFOG00000001152,ENSVPAG00000008586,ENSG00000204655
ENSPFOG00000001152,ENSVPAG00000008586,ENSG00000204655
ENSPFOG00000001152,ENSVPAG00000008586,ENSG00000204290
ENSPFOG00000001152,ENSVPAG00000008586,ENSG00000204290
ENSPFOG00000001152,ENSVPAG00000008586,ENSG00000124557
ENSPFOG00000001152,ENSVPAG00000008586,ENSG00000124557
ENSPFOG00000001152,ENSVPAG00000008586,ENSG00000164010
ENSPFOG00000001152,ENSVPAG00000008586,ENSG00000164010
ENSPFOG00000001152,ENSVPAG00000008596,ENSG00000186470
ENSPFOG00000001152,ENSVPAG00000008596,ENSG00000186470
ENSPFOG00000001152,ENSVPAG00000008596,ENSG00000168903
ENSPFOG00000001152,ENSVPAG00000008596,ENSG00000168903
ENSPFOG00000001152,ENSVPAG00000008596,ENSG00000026950
ENSPFOG00000001152,ENSVPAG00000008596,ENSG00000026950
ENSPFOG00000001152,ENSVPAG00000008596,ENSG00000124508
ENSPFOG00000001152,ENSVPAG00000008596,ENSG00000124508
ENSPFOG00000001152,ENSVPAG00000008596,ENSG00000112763
ENSPFOG00000001152,ENSVPAG00000008596,ENSG00000112763
ENSPFOG00000001152,ENSVPAG00000008596,ENSG00000113303
ENSPFOG00000001152,ENSVPAG00000008596,ENSG00000113303
ENSPFOG00000001152,ENSVPAG00000008596,ENSG00000165810
ENSPFOG00000001152,ENSVPAG00000008596,ENSG00000165810
ENSPFOG00000001152,ENSVPAG00000008596,ENSG00000111801
ENSPFOG00000001152,ENSVPAG00000008596,ENSG00000111801
ENSPFOG00000001152,ENSVPAG00000008596,ENSG00000204655
ENSPFOG00000001152,ENSVPAG00000008596,ENSG00000204655
ENSPFOG00000001152,ENSVPAG00000008596,ENSG00000204290
ENSPFOG00000001152,ENSVPAG00000008596,ENSG00000204290
ENSPFOG00000001152,ENSVPAG00000008596,ENSG00000124557
ENSPFOG00000001152,ENSVPAG00000008596,ENSG00000124557
ENSPFOG00000001152,ENSVPAG00000008596,ENSG00000164010
ENSPFOG00000001152,ENSVPAG00000008596,ENSG00000164010
ENSPFOG00000018701,,
ENSPFOG00000007552,ENSVPAG00000005748,
ENSPFOG00000004316,ENSVPAG00000012158,ENSG00000165349
ENSPFOG00000007169,ENSVPAG00000004714,ENSG00000140543
ENSPFOG00000016336,ENSVPAG00000008389,ENSG00000141519
ENSPFOG00000016336,ENSVPAG00000008389,ENSG00000141519
ENSPFOG00000007012,,ENSG00000092850
ENSPFOG00000012680,,ENSG00000143774
ENSPFOG00000009946,,
ENSPFOG00000019163,ENSVPAG00000006755,ENSG00000082212
ENSPFOG00000018907,,ENSG00000105707
ENSPFOG00000008313,ENSVPAG00000009931,ENSG00000134444
ENSPFOG00000023042,,ENSG00000106631
ENSPFOG00000023042,,ENSG00000106631
ENSPFOG00000021924,,
ENSPFOG00000021924,,
ENSPFOG00000013566,ENSVPAG00000005817,ENSG00000116711
ENSPFOG00000013566,ENSVPAG00000005817,ENSG00000116711
ENSPFOG00000003223,ENSVPAG00000009170,ENSG00000062650
ENSPFOG00000019031,,
ENSPFOG00000022475,,ENSG00000156920
ENSPFOG00000022475,,ENSG00000156920
ENSPFOG00000022475,,ENSG00000156920
ENSPFOG00000014216,ENSVPAG00000002593,ENSG00000101955
ENSPFOG00000014216,ENSVPAG00000002593,ENSG00000101955
ENSPFOG00000008725,ENSVPAG00000005002,ENSG00000143320
